127.0.0.1 - - [19/Aug/2019:00:43:14 -0700] "GET / HTTP/1.1" 200 11204
0:0:0:0:0:0:0:1 - - [19/Aug/2019:00:43:14 -0700] "GET /onlineShop/ HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [19/Aug/2019:21:48:00 -0700] "GET /onlineShop/ HTTP/1.1" 200 10230
0:0:0:0:0:0:0:1 - - [19/Aug/2019:21:48:01 -0700] "GET /onlineShop/resource/css/overall.css HTTP/1.1" 200 1327
0:0:0:0:0:0:0:1 - - [19/Aug/2019:21:48:01 -0700] "GET /onlineShop/resource/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [19/Aug/2019:21:48:01 -0700] "GET /onlineShop/resource/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [19/Aug/2019:21:48:01 -0700] "GET /onlineShop/resource/images/shopping1.jpg HTTP/1.1" 200 22527
0:0:0:0:0:0:0:1 - - [19/Aug/2019:21:48:01 -0700] "GET /onlineShop/resource/js/jquery.js HTTP/1.1" 200 86926
0:0:0:0:0:0:0:1 - - [19/Aug/2019:21:48:01 -0700] "GET /onlineShop/resource/images/logo.png HTTP/1.1" 200 11231
0:0:0:0:0:0:0:1 - - [19/Aug/2019:21:48:01 -0700] "GET /onlineShop/resource/images/products/playstation.jpg HTTP/1.1" 200 78191
0:0:0:0:0:0:0:1 - - [19/Aug/2019:21:48:01 -0700] "GET /onlineShop/resource/images/products/sonyA7M2.jpg HTTP/1.1" 200 32912
0:0:0:0:0:0:0:1 - - [19/Aug/2019:21:48:01 -0700] "GET /onlineShop/resource/images/buy.jpg HTTP/1.1" 200 34843
0:0:0:0:0:0:0:1 - - [19/Aug/2019:21:48:01 -0700] "GET /onlineShop/resource/images/shopping.jpg HTTP/1.1" 200 71874
0:0:0:0:0:0:0:1 - - [19/Aug/2019:21:48:01 -0700] "GET /onlineShop/resource/images/pixel.jpg HTTP/1.1" 200 89722
